"DateMutation","NatureMutation","ValeurFonciere","IDProprieteDuBien[FK]","IDSituationGeographique[FK]"
2020-02-07 00:00:00,"Vente",219415,21862,21862
2020-02-12 00:00:00,"Vente",205000,21863,21863
2020-01-21 00:00:00,"Vente",194700,21864,21864
2020-02-13 00:00:00,"Vente",89000,21865,21865
2020-02-07 00:00:00,"Vente",265000,21866,21866
2020-01-27 00:00:00,"Vente",132000,21867,21867
2020-02-12 00:00:00,"Vente",141000,21868,21868
2020-01-31 00:00:00,"Vente",119000,21869,21869
2020-01-28 00:00:00,"Vente",245000,21870,21870
2020-02-04 00:00:00,"Vente",143000,21871,21871
2020-02-14 00:00:00,"Vente",137000,21872,21872
2020-02-13 00:00:00,"Vente",87000,21873,21873
2020-02-05 00:00:00,"Vente",97000,21874,21874
2020-02-06 00:00:00,"Vente",87000,21875,21875
2020-01-29 00:00:00,"Vente",157000,21876,21876
2020-02-03 00:00:00,"Vente",145000,21877,21877
2020-02-14 00:00:00,"Vente",147450,21878,21878
2020-02-06 00:00:00,"Vente",115500,21879,21879
2020-02-14 00:00:00,"Vente",200000,21880,21880
2020-02-21 00:00:00,"Vente",130000,21881,21881
2020-02-17 00:00:00,"Vente",172000,21882,21882
2020-01-30 00:00:00,"Vente",124500,21883,21883
2020-02-26 00:00:00,"Vente",135000,21884,21884
2020-02-26 00:00:00,"Vente",70000,21885,21885
2020-01-30 00:00:00,"Vente",117000,21886,21886
2020-02-24 00:00:00,"Vente",360525,21887,21887
2020-02-19 00:00:00,"Vente",170000,21888,21888
2020-02-17 00:00:00,"Vente",150000,21889,21889
2020-02-14 00:00:00,"Vente",268000,21890,21890
2020-01-28 00:00:00,"Vente",190000,21891,21891
2020-02-04 00:00:00,"Vente",105000,21892,21892
2020-02-24 00:00:00,"Vente",77500,21893,21893
2020-02-04 00:00:00,"Vente",131000,21894,21894
2020-02-04 00:00:00,"Vente",161000,21895,21895
2020-02-03 00:00:00,"Vente",145000,21896,21896
2020-02-20 00:00:00,"Vente",90000,21897,21897
2020-02-28 00:00:00,"Vente",107500,21898,21898
2020-02-06 00:00:00,"Vente",97000,21899,21899
2020-02-28 00:00:00,"Vente",139000,21900,21900
2020-02-21 00:00:00,"Vente",77500,21901,21901
2020-02-08 00:00:00,"Vente",450000,21902,21902
2020-02-07 00:00:00,"Vente",101000,21903,21903
2020-02-18 00:00:00,"Vente",289450,21904,21904
2020-02-07 00:00:00,"Vente",81000,21905,21905
2020-02-24 00:00:00,"Vente",156950,21906,21906
2020-02-04 00:00:00,"Vente",70500,21907,21907
2020-02-17 00:00:00,"Vente",235000,21908,21908
2020-02-27 00:00:00,"Vente",305000,21909,21909
2020-02-07 00:00:00,"Vente",177000,21910,21910
2020-02-27 00:00:00,"Vente",195000,21911,21911
2020-02-24 00:00:00,"Vente",231200,21912,21912
2020-02-28 00:00:00,"Vente",132250,21913,21913
2020-02-21 00:00:00,"Vente",270000,21914,21914
2020-02-26 00:00:00,"Vente",282000,21915,21915
2020-02-07 00:00:00,"Vente",160705,21916,21916
2020-02-25 00:00:00,"Vente",218000,21917,21917
2020-02-18 00:00:00,"Vente",114000,21918,21918
2020-02-26 00:00:00,"Vente",65000,21919,21919
2020-02-19 00:00:00,"Vente",115500,21920,21920
2020-02-19 00:00:00,"Vente",238000,21921,21921
2020-03-06 00:00:00,"Vente",265000,21922,21922
2020-02-18 00:00:00,"Vente",126000,21923,21923
2020-02-27 00:00:00,"Vente",128700,21924,21924
2020-03-02 00:00:00,"Vente",230000,21925,21925
2020-02-28 00:00:00,"Vente",65000,21926,21926
2020-03-06 00:00:00,"Vente",133500,21927,21927
2020-03-09 00:00:00,"Vente",222000,21928,21928
2020-03-05 00:00:00,"Vente",228000,21929,21929
2020-03-11 00:00:00,"Vente",178000,21930,21930
2020-02-17 00:00:00,"Vente",40000,21931,21931
2020-03-10 00:00:00,"Vente",93000,21932,21932
2020-03-10 00:00:00,"Vente",175000,21933,21933
2020-03-10 00:00:00,"Vente",179000,21934,21934
2020-03-03 00:00:00,"Vente",113000,21935,21935
2020-02-14 00:00:00,"Vente",138000,21936,21936
2020-02-17 00:00:00,"Vente",97000,21937,21937
2020-02-27 00:00:00,"Vente",362500,21938,21938
2020-02-28 00:00:00,"Vente",96000,21939,21939
2020-02-27 00:00:00,"Vente",123000,21940,21940
2020-02-19 00:00:00,"Vente",152000,21941,21941
2020-02-26 00:00:00,"Vente",137000,21942,21942
2020-03-10 00:00:00,"Vente",34000,21943,21943
2020-02-24 00:00:00,"Vente",122500,21944,21944
2020-03-04 00:00:00,"Vente",167000,21945,21945
2020-03-03 00:00:00,"Vente",114000,21946,21946
2020-02-24 00:00:00,"Vente",115000,21947,21947
2020-02-21 00:00:00,"Vente",93000,21948,21948
2020-02-26 00:00:00,"Vente",82000,21949,21949
2020-03-06 00:00:00,"Vente",186000,21950,21950
2020-02-25 00:00:00,"Vente",194400,21951,21951
2020-03-12 00:00:00,"Vente",158000,21952,21952
2020-03-11 00:00:00,"Vente",79000,21953,21953
2020-02-18 00:00:00,"Vente",383000,21954,21954
2020-02-25 00:00:00,"Vente",169850,21955,21955
2020-02-18 00:00:00,"Vente",122000,21956,21956
2020-02-27 00:00:00,"Vente",199000,21957,21957
2020-02-27 00:00:00,"Vente",162000,21958,21958
2020-03-06 00:00:00,"Vente",157000,21959,21959
2020-03-06 00:00:00,"Vente",91430,21960,21960
2020-02-28 00:00:00,"Vente",260000,21961,21961
2020-03-13 00:00:00,"Vente",128500,21962,21962
2020-02-28 00:00:00,"Vente",129000,21963,21963
2020-03-05 00:00:00,"Vente",73000,21964,21964
2020-03-17 00:00:00,"Vente",318000,21965,21965
2020-03-10 00:00:00,"Vente",133000,21966,21966
2020-03-03 00:00:00,"Vente",243000,21967,21967
2020-03-13 00:00:00,"Vente",116000,21968,21968
2020-03-02 00:00:00,"Vente",181000,21969,21969
2020-03-23 00:00:00,"Vente",75000,21970,21970
2020-03-16 00:00:00,"Vente",171000,21971,21971
2020-03-10 00:00:00,"Vente",127800,21972,21972
2020-03-17 00:00:00,"Vente",220000,21973,21973
2020-03-20 00:00:00,"Vente",187000,21974,21974
2020-03-06 00:00:00,"Vente",162000,21975,21975
2020-03-10 00:00:00,"Vente",140000,21976,21976
2020-02-28 00:00:00,"Vente",154894,21977,21977
2020-03-03 00:00:00,"Vente",179000,21978,21978
2020-02-28 00:00:00,"Vente",159000,21979,21979
2020-03-24 00:00:00,"Vente",186000,21980,21980
2020-03-13 00:00:00,"Vente",130530,21981,21981
2020-03-27 00:00:00,"Vente",312000,21982,21982
2020-04-02 00:00:00,"Vente",82500,21983,21983
2020-03-27 00:00:00,"Vente",210135,21984,21984
2020-03-07 00:00:00,"Vente",147000,21985,21985
2020-03-06 00:00:00,"Vente",195000,21986,21986
2020-04-03 00:00:00,"Vente",248000,21987,21987
2020-03-09 00:00:00,"Vente",91000,21988,21988
2020-04-01 00:00:00,"Vente",129000,21989,21989
2020-03-31 00:00:00,"Vente",266000,21990,21990
2020-03-12 00:00:00,"Vente",90500,21991,21991
2020-03-11 00:00:00,"Vente",166000,21992,21992
2020-03-02 00:00:00,"Vente",166000,21993,21993
2020-02-21 00:00:00,"Vente",75000,21994,21994
2020-04-07 00:00:00,"Vente",154500,21995,21995
2020-03-10 00:00:00,"Vente",212500,21996,21996
2020-03-12 00:00:00,"Vente",243390,21997,21997
2020-04-24 00:00:00,"Vente",155000,21998,21998
2020-04-08 00:00:00,"Vente",241740,21999,21999
2020-04-24 00:00:00,"Vente",145000,22000,22000
2020-03-20 00:00:00,"Vente",162200,22001,22001
2020-04-24 00:00:00,"Vente",74000,22002,22002
2020-03-03 00:00:00,"Vente",64000,22003,22003
2020-04-30 00:00:00,"Vente",203000,22004,22004
2020-04-29 00:00:00,"Vente",220000,22005,22005
2020-04-29 00:00:00,"Vente",175000,22006,22006
2020-04-30 00:00:00,"Vente",135000,22007,22007
2020-04-28 00:00:00,"Vente",138000,22008,22008
2020-04-29 00:00:00,"Vente",360000,22009,22009
2020-05-11 00:00:00,"Vente",210750,22010,22010
2020-04-24 00:00:00,"Vente",301500,22011,22011
2020-05-15 00:00:00,"Vente",105500,22012,22012
2020-03-19 00:00:00,"Vente",222600,22013,22013
2020-05-12 00:00:00,"Vente",140000,22014,22014
2020-05-12 00:00:00,"Vente",154000,22015,22015
2020-05-14 00:00:00,"Vente",109900,22016,22016
2020-05-15 00:00:00,"Vente",100000,22017,22017
2020-05-18 00:00:00,"Vente",238300,22018,22018
2020-05-19 00:00:00,"Vente",182000,22019,22019
2020-05-26 00:00:00,"Vente",132000,22020,22020
2020-05-15 00:00:00,"Vente",157000,22021,22021
2020-05-18 00:00:00,"Vente",243000,22022,22022
2020-05-20 00:00:00,"Vente",170000,22023,22023
2020-05-15 00:00:00,"Vente",180850,22024,22024
2020-05-20 00:00:00,"Vente",123000,22025,22025
2020-05-18 00:00:00,"Vente",155000,22026,22026
2020-05-18 00:00:00,"Vente",204000,22027,22027
2020-05-22 00:00:00,"Vente",240000,22028,22028
2020-05-25 00:00:00,"Vente",245000,22029,22029
2020-05-23 00:00:00,"Vente",96500,22030,22030
2020-05-29 00:00:00,"Vente",120000,22031,22031
2020-05-22 00:00:00,"Vente",98000,22032,22032
2020-05-22 00:00:00,"Vente",86500,22033,22033
2020-05-19 00:00:00,"Vente",117700,22034,22034
2020-05-15 00:00:00,"Vente",225000,22035,22035
2020-05-22 00:00:00,"Vente",122000,22036,22036
2020-05-12 00:00:00,"Vente",336000,22037,22037
2020-05-27 00:00:00,"Vente",150000,22038,22038
2020-05-22 00:00:00,"Vente",133800,22039,22039
2020-05-28 00:00:00,"Vente",104000,22040,22040
2020-05-28 00:00:00,"Vente",220000,22041,22041
2020-05-22 00:00:00,"Vente",155000,22042,22042
2020-05-26 00:00:00,"Vente",126000,22043,22043
2020-05-22 00:00:00,"Vente",109000,22044,22044
2020-05-28 00:00:00,"Vente",215000,22045,22045
2020-05-27 00:00:00,"Vente",187530,22046,22046
2020-05-27 00:00:00,"Vente",160000,22047,22047
2020-05-14 00:00:00,"Vente",261000,22048,22048
2020-05-29 00:00:00,"Vente",153000,22049,22049
2020-06-03 00:00:00,"Vente",106000,22050,22050
2020-06-04 00:00:00,"Vente",127000,22051,22051
2020-05-26 00:00:00,"Vente",128000,22052,22052
2020-05-12 00:00:00,"Vente",232630,22053,22053
2020-06-05 00:00:00,"Vente",155000,22054,22054
2020-05-29 00:00:00,"Vente",131000,22055,22055
2020-05-25 00:00:00,"Vente",222000,22056,22056
2020-06-03 00:00:00,"Vente",129970,22057,22057
2020-05-25 00:00:00,"Vente",458000,22058,22058
2020-06-08 00:00:00,"Vente",190000,22059,22059
2020-05-28 00:00:00,"Vente",127000,22060,22060
2020-05-29 00:00:00,"Vente",85000,22061,22061
2020-05-21 00:00:00,"Vente",131000,22062,22062
2020-06-02 00:00:00,"Vente",198000,22063,22063
2020-05-20 00:00:00,"Vente",300262,22064,22064
2020-06-09 00:00:00,"Vente",66000,22065,22065
2020-06-09 00:00:00,"Vente",168000,22066,22066
2020-05-19 00:00:00,"Vente",105000,22067,22067
2020-05-28 00:00:00,"Vente",80000,22068,22068
2020-06-05 00:00:00,"Vente",154850,22069,22069
2020-06-12 00:00:00,"Vente",141500,22070,22070
2020-06-08 00:00:00,"Vente",240000,22071,22071
2020-05-29 00:00:00,"Vente",133300,22072,22072
2020-06-15 00:00:00,"Vente",238000,22073,22073
2020-05-27 00:00:00,"Vente",190500,22074,22074
2020-05-29 00:00:00,"Vente",168000,22075,22075
2020-06-10 00:00:00,"Vente",128000,22076,22076
2020-06-04 00:00:00,"Vente",121900,22077,22077
2020-06-10 00:00:00,"Vente",205000,22078,22078
2020-06-02 00:00:00,"Vente",228000,22079,22079
2020-06-16 00:00:00,"Vente",70000,22080,22080
2020-06-18 00:00:00,"Vente",105000,22081,22081
2020-05-29 00:00:00,"Vente",135000,22082,22082
2020-06-04 00:00:00,"Vente",62500,22083,22083
2020-06-04 00:00:00,"Vente",248730,22084,22084
2020-06-19 00:00:00,"Vente",144500,22085,22085
2020-06-11 00:00:00,"Vente",199000,22086,22086
2020-05-26 00:00:00,"Vente",93000,22087,22087
2020-05-20 00:00:00,"Vente",302000,22088,22088
2020-06-22 00:00:00,"Vente",112000,22089,22089
2020-06-04 00:00:00,"Vente",151000,22090,22090
2020-06-15 00:00:00,"Vente",425000,22091,22091
2020-06-12 00:00:00,"Vente",223000,22092,22092
2020-06-12 00:00:00,"Vente",114430,22093,22093
2020-06-02 00:00:00,"Vente",107000,22094,22094
2020-06-15 00:00:00,"Vente",259000,22095,22095
2020-06-12 00:00:00,"Vente",165385,22096,22096
2020-06-09 00:00:00,"Vente",72000,22097,22097
2020-06-08 00:00:00,"Vente",150000,22098,22098
2020-06-15 00:00:00,"Vente",184000,22099,22099
2020-06-11 00:00:00,"Vente",160000,22100,22100
2020-06-09 00:00:00,"Vente",160000,22101,22101
2020-06-12 00:00:00,"Vente",120000,22102,22102
2020-06-09 00:00:00,"Vente",139000,22103,22103
2020-06-04 00:00:00,"Vente",187000,22104,22104
2020-06-03 00:00:00,"Vente",314000,22105,22105
2020-06-17 00:00:00,"Vente",340000,22106,22106
2020-06-09 00:00:00,"Vente",139100,22107,22107
2020-05-29 00:00:00,"Vente",209000,22108,22108
2020-05-29 00:00:00,"Vente",225000,22109,22109
2020-06-19 00:00:00,"Vente",188000,22110,22110
2020-06-24 00:00:00,"Vente",43000,22111,22111
2020-05-26 00:00:00,"Vente",73000,22112,22112
2020-06-12 00:00:00,"Vente",169000,22113,22113
2020-06-17 00:00:00,"Vente",275000,22114,22114
2020-06-24 00:00:00,"Vente",125000,22115,22115
2020-06-25 00:00:00,"Vente",160000,22116,22116
2020-06-08 00:00:00,"Vente",276500,22117,22117
2020-06-18 00:00:00,"Vente",255000,22118,22118
2020-06-15 00:00:00,"Vente",89000,22119,22119
2020-06-19 00:00:00,"Vente",89610,22120,22120
2020-06-18 00:00:00,"Vente",285000,22121,22121
2020-06-19 00:00:00,"Vente",189000,22122,22122
2020-06-22 00:00:00,"Vente",93000,22123,22123
2020-06-19 00:00:00,"Vente",270000,22124,22124
2020-06-24 00:00:00,"Vente",235000,22125,22125
2020-05-27 00:00:00,"Vente",96000,22126,22126
2020-06-22 00:00:00,"Vente",285000,22127,22127
2020-06-17 00:00:00,"Vente",200000,22128,22128
2020-06-04 00:00:00,"Vente",299800,22129,22129
2020-06-26 00:00:00,"Vente",151800,22130,22130
2020-06-25 00:00:00,"Vente",125000,22131,22131
2020-06-29 00:00:00,"Vente",161000,22132,22132
2020-06-30 00:00:00,"Vente",84500,22133,22133
2020-06-24 00:00:00,"Vente",80000,22134,22134
2020-06-26 00:00:00,"Vente",430000,22135,22135
2020-06-26 00:00:00,"Vente",157000,22136,22136
2020-06-26 00:00:00,"Vente",140000,22137,22137
2020-06-26 00:00:00,"Vente",103000,22138,22138
2020-06-23 00:00:00,"Vente",50000,22139,22139
2020-06-24 00:00:00,"Vente",334000,22140,22140
2020-06-03 00:00:00,"Vente",145000,22141,22141
2020-06-22 00:00:00,"Vente",79000,22142,22142
2020-06-25 00:00:00,"Vente",284850,22143,22143
2020-06-04 00:00:00,"Vente",152000,22144,22144
2020-06-29 00:00:00,"Vente",207000,22145,22145
2020-06-30 00:00:00,"Vente",110000,22146,22146
2020-06-30 00:00:00,"Vente",299000,22147,22147
2020-05-29 00:00:00,"Vente",116000,22148,22148
2020-06-18 00:00:00,"Vente",100500,22149,22149
2020-06-11 00:00:00,"Vente",106000,22150,22150
2020-06-30 00:00:00,"Vente",165000,22151,22151
2020-06-29 00:00:00,"Vente",315450,22152,22152
2020-06-23 00:00:00,"Vente",185100,22153,22153
2020-06-23 00:00:00,"Vente",167000,22154,22154
2020-06-25 00:00:00,"Vente",125000,22155,22155
2020-02-03 00:00:00,"Vente",72000,22156,22156
2020-06-12 00:00:00,"Vente",126000,22157,22157
2020-06-15 00:00:00,"Vente",90000,22158,22158
2020-06-26 00:00:00,"Vente",288250,22159,22159
2020-06-19 00:00:00,"Vente",140300,22160,22160
2020-06-25 00:00:00,"Vente",320000,22161,22161
2020-06-26 00:00:00,"Vente",310500,22162,22162
2020-06-30 00:00:00,"Vente",380000,22163,22163
2020-06-29 00:00:00,"Vente",105000,22164,22164
2020-06-23 00:00:00,"Vente",128000,22165,22165
2020-05-20 00:00:00,"Vente",115000,22166,22166
2020-01-03 00:00:00,"Vente",244000,22167,22167
2020-01-09 00:00:00,"Vente",149000,22168,22168
2020-01-11 00:00:00,"Vente",130000,22169,22169
2020-01-08 00:00:00,"Vente",150000,22170,22170
2020-01-09 00:00:00,"Vente",126000,22171,22171
2020-01-10 00:00:00,"Vente",130050,22172,22172
2020-01-09 00:00:00,"Vente",127000,22173,22173
2020-01-13 00:00:00,"Vente",385790,22174,22174
2020-01-08 00:00:00,"Vente",294000,22175,22175
2020-01-08 00:00:00,"Vente",82500,22176,22176
2020-01-03 00:00:00,"Vente",171000,22177,22177
2020-01-17 00:00:00,"Vente",320532,22178,22178
2020-01-10 00:00:00,"Vente",80000,22179,22179
2020-01-10 00:00:00,"Vente",290000,22180,22180
2020-01-09 00:00:00,"Vente",130220,22181,22181
2020-01-03 00:00:00,"Vente",213500,22182,22182
2020-01-02 00:00:00,"Vente",160000,22183,22183
2020-01-16 00:00:00,"Vente",163500,22184,22184
2020-01-17 00:00:00,"Vente",103000,22185,22185
2020-01-06 00:00:00,"Vente",291150,22186,22186
2020-01-27 00:00:00,"Vente",223000,22187,22187
2020-01-13 00:00:00,"Vente",79000,22188,22188
2020-01-21 00:00:00,"Vente",197350,22189,22189
2020-01-24 00:00:00,"Vente",160675,22190,22190
2020-01-24 00:00:00,"Vente",160000,22191,22191
2020-01-17 00:00:00,"Vente",228050,22192,22192
2020-01-20 00:00:00,"Vente",175500,22193,22193
2020-01-21 00:00:00,"Vente",309000,22194,22194
2020-01-10 00:00:00,"Vente",174000,22195,22195
2020-01-31 00:00:00,"Vente",194000,22196,22196
2020-01-24 00:00:00,"Vente",204000,22197,22197
2020-01-31 00:00:00,"Vente",142500,22198,22198
2020-01-17 00:00:00,"Vente",163090,22199,22199
2020-01-15 00:00:00,"Vente",91000,22200,22200
2020-01-13 00:00:00,"Vente",220000,22201,22201
2020-01-27 00:00:00,"Vente",182000,22202,22202
2020-01-15 00:00:00,"Vente",263500,22203,22203
2020-01-24 00:00:00,"Vente",123000,22204,22204
2020-01-29 00:00:00,"Vente",80000,22205,22205
2020-02-05 00:00:00,"Vente",55000,22206,22206
2020-01-10 00:00:00,"Vente",303246,22207,22207
2020-01-28 00:00:00,"Vente",339000,22208,22208
2020-01-30 00:00:00,"Vente",180000,22209,22209
2020-01-09 00:00:00,"Vente",160000,22210,22210
2020-01-27 00:00:00,"Vente",231000,22211,22211
2020-01-30 00:00:00,"Vente",155900,22212,22212
2020-01-13 00:00:00,"Vente",305500,22213,22213
2020-02-07 00:00:00,"Vente",129000,22214,22214
2020-01-27 00:00:00,"Vente",235000,22215,22215
2020-01-29 00:00:00,"Vente",100000,22216,22216
2020-01-28 00:00:00,"Vente",173000,22217,22217
2020-01-31 00:00:00,"Vente",155000,22218,22218
2020-01-28 00:00:00,"Vente",120920,22219,22219
2020-01-31 00:00:00,"Vente",97850,22220,22220
2020-01-21 00:00:00,"Vente",92500,22221,22221
2020-01-23 00:00:00,"Vente",128000,22222,22222
2020-02-06 00:00:00,"Vente",139000,22223,22223
2020-02-05 00:00:00,"Vente",234000,22224,22224
2020-02-07 00:00:00,"Vente",261000,22225,22225
2020-01-29 00:00:00,"Vente",201000,22226,22226
2020-01-31 00:00:00,"Vente",105000,22227,22227
2020-01-17 00:00:00,"Vente",322000,22228,22228
2020-01-30 00:00:00,"Vente",124000,22229,22229
2020-01-15 00:00:00,"Vente",316600,22230,22230
2020-02-12 00:00:00,"Vente",285000,22231,22231
2020-01-17 00:00:00,"Vente",620000,22232,22232
2020-02-13 00:00:00,"Vente",161000,22233,22233
2020-01-31 00:00:00,"Vente",209000,22234,22234
2020-02-17 00:00:00,"Vente",102000,22235,22235
2020-01-23 00:00:00,"Vente",118000,22236,22236
2020-02-06 00:00:00,"Vente",205000,22237,22237
2020-01-29 00:00:00,"Vente",78000,22238,22238
2020-02-11 00:00:00,"Vente",100000,22239,22239
2020-02-13 00:00:00,"Vente",172000,22240,22240
2020-01-29 00:00:00,"Vente",173000,22241,22241
2020-02-05 00:00:00,"Vente",143600,22242,22242
2020-02-03 00:00:00,"Vente",129200,22243,22243
2020-02-12 00:00:00,"Vente",125000,22244,22244
2020-01-22 00:00:00,"Vente",169000,22245,22245
2020-02-19 00:00:00,"Vente",163000,22246,22246
2020-01-31 00:00:00,"Vente",86000,22247,22247
2020-02-11 00:00:00,"Vente",108000,22248,22248
2020-02-10 00:00:00,"Vente",211300,22249,22249
2020-02-10 00:00:00,"Vente",240100,22250,22250
2020-02-11 00:00:00,"Vente",190000,22251,22251
2020-02-20 00:00:00,"Vente",91000,22252,22252
2020-02-17 00:00:00,"Vente",129000,22253,22253
2020-02-18 00:00:00,"Vente",171550,22254,22254
2020-02-06 00:00:00,"Vente",152000,22255,22255
2020-02-25 00:00:00,"Vente",339000,22256,22256
2020-02-20 00:00:00,"Vente",94000,22257,22257
2020-02-17 00:00:00,"Vente",210700,22258,22258
2020-01-29 00:00:00,"Vente",169000,22259,22259
2020-01-29 00:00:00,"Vente",126732,22260,22260
2020-01-30 00:00:00,"Vente",210690,22261,22261
2020-02-11 00:00:00,"Vente",111000,22262,22262
2020-02-07 00:00:00,"Vente","59899,5",22263,22263
2020-02-26 00:00:00,"Vente",122000,22264,22264
2020-01-31 00:00:00,"Vente",396460,22265,22265
2020-02-03 00:00:00,"Vente",207000,22266,22266
2020-02-25 00:00:00,"Vente",133500,22267,22267
2020-02-27 00:00:00,"Vente",129000,22268,22268
2020-02-24 00:00:00,"Vente",67000,22269,22269
2020-02-21 00:00:00,"Vente",158500,22270,22270
2020-01-29 00:00:00,"Vente",154600,22271,22271
2020-02-28 00:00:00,"Vente",174000,22272,22272
2020-02-20 00:00:00,"Vente",91000,22273,22273
2020-02-21 00:00:00,"Vente",309500,22274,22274
2020-02-03 00:00:00,"Vente",151600,22275,22275
2020-02-11 00:00:00,"Vente",285000,22276,22276
2020-02-13 00:00:00,"Vente",159135,22277,22277
2020-03-06 00:00:00,"Vente",292000,22278,22278
2020-02-11 00:00:00,"Vente",163000,22279,22279
2020-03-05 00:00:00,"Vente",265000,22280,22280
2020-02-12 00:00:00,"Vente",65000,22281,22281
2020-02-21 00:00:00,"Vente",146200,22282,22282
2020-02-14 00:00:00,"Vente",153750,22283,22283
2020-02-28 00:00:00,"Vente",71000,22284,22284
2020-02-17 00:00:00,"Vente",304000,22285,22285
2020-02-27 00:00:00,"Vente",79999,22286,22286
2020-02-13 00:00:00,"Vente",167000,22287,22287
2020-02-14 00:00:00,"Vente",218000,22288,22288
2020-02-21 00:00:00,"Vente",205000,22289,22289
2020-02-26 00:00:00,"Vente",214830,22290,22290
2020-03-02 00:00:00,"Vente",550000,22291,22291
2020-03-02 00:00:00,"Vente",180000,22292,22292
2020-02-26 00:00:00,"Vente",148050,22293,22293
2020-02-26 00:00:00,"Vente",98000,22294,22294
2020-02-27 00:00:00,"Vente",274000,22295,22295
2020-03-03 00:00:00,"Vente",345000,22296,22296
2020-03-04 00:00:00,"Vente",162000,22297,22297
2020-02-19 00:00:00,"Vente",259750,22298,22298
2020-03-06 00:00:00,"Vente",119000,22299,22299
2020-02-17 00:00:00,"Vente",252000,22300,22300
2020-02-13 00:00:00,"Vente",197100,22301,22301
2020-03-05 00:00:00,"Vente",100000,22302,22302
2020-03-10 00:00:00,"Vente",219850,22303,22303
2020-03-06 00:00:00,"Vente",148500,22304,22304
2020-03-05 00:00:00,"Vente",229900,22305,22305
2020-02-21 00:00:00,"Vente",267000,22306,22306
2020-02-20 00:00:00,"Vente",136500,22307,22307
2020-02-27 00:00:00,"Vente",95570,22308,22308
2020-02-18 00:00:00,"Vente",151500,22309,22309
2020-02-14 00:00:00,"Vente",180410,22310,22310
2020-03-05 00:00:00,"Vente",260000,22311,22311
2020-03-06 00:00:00,"Vente",81500,22312,22312
2020-03-13 00:00:00,"Vente",77500,22313,22313
2020-03-06 00:00:00,"Vente",126000,22314,22314
2020-03-02 00:00:00,"Vente",149000,22315,22315
2020-03-11 00:00:00,"Vente",149200,22316,22316
2020-03-10 00:00:00,"Vente",194000,22317,22317
2020-03-12 00:00:00,"Vente",179000,22318,22318
2020-02-24 00:00:00,"Vente",229800,22319,22319
2020-02-21 00:00:00,"Vente",200000,22320,22320
2020-03-12 00:00:00,"Vente",109000,22321,22321
2020-03-09 00:00:00,"Vente",215000,22322,22322
2020-03-16 00:00:00,"Vente",247010,22323,22323
2020-03-03 00:00:00,"Vente",215000,22324,22324
2020-02-28 00:00:00,"Vente",310000,22325,22325
2020-02-28 00:00:00,"Vente",371000,22326,22326
2020-03-13 00:00:00,"Vente",100000,22327,22327
2020-03-12 00:00:00,"Vente",108000,22328,22328
2020-03-04 00:00:00,"Vente",156000,22329,22329
2020-03-16 00:00:00,"Vente",190000,22330,22330
2020-02-26 00:00:00,"Vente",96500,22331,22331
2020-03-02 00:00:00,"Vente",155500,22332,22332
2020-03-16 00:00:00,"Vente",226600,22333,22333
2020-03-05 00:00:00,"Vente",105000,22334,22334
2020-03-11 00:00:00,"Vente",152300,22335,22335
2020-03-12 00:00:00,"Vente",157000,22336,22336
2020-03-18 00:00:00,"Vente",89550,22337,22337
2020-03-03 00:00:00,"Vente",110000,22338,22338
2020-03-16 00:00:00,"Vente",89500,22339,22339
2020-03-16 00:00:00,"Vente",156000,22340,22340
2020-03-25 00:00:00,"Vente",240000,22341,22341
2020-03-16 00:00:00,"Vente",165000,22342,22342
2020-02-26 00:00:00,"Vente",95000,22343,22343
2020-03-06 00:00:00,"Vente",307000,22344,22344
2020-03-18 00:00:00,"Vente",154891,22345,22345
2020-03-13 00:00:00,"Vente",317600,22346,22346
2020-03-14 00:00:00,"Vente",141670,22347,22347
2020-03-31 00:00:00,"Vente",208000,22348,22348
2020-04-08 00:00:00,"Vente",140000,22349,22349
2020-04-03 00:00:00,"Vente",178000,22350,22350
2020-04-03 00:00:00,"Vente",139900,22351,22351
2020-04-09 00:00:00,"Vente",64000,22352,22352
2020-04-03 00:00:00,"Vente",138500,22353,22353
2020-04-02 00:00:00,"Vente",167000,22354,22354
2020-04-08 00:00:00,"Vente",171500,22355,22355
2020-03-30 00:00:00,"Vente",219000,22356,22356
2020-04-16 00:00:00,"Vente",86000,22357,22357
2020-04-20 00:00:00,"Vente",167000,22358,22358
2020-04-14 00:00:00,"Vente",460000,22359,22359
2020-04-01 00:00:00,"Vente",171000,22360,22360
2020-04-10 00:00:00,"Vente",164000,22361,22361
2020-03-31 00:00:00,"Vente",152000,22362,22362
2020-04-09 00:00:00,"Vente",340000,22363,22363
2020-04-14 00:00:00,"Vente",157000,22364,22364
2020-04-16 00:00:00,"Vente",196500,22365,22365
2020-04-09 00:00:00,"Vente",145000,22366,22366
2020-04-21 00:00:00,"Vente",90000,22367,22367
2020-04-24 00:00:00,"Vente",168000,22368,22368
2020-04-23 00:00:00,"Vente",134200,22369,22369
2020-04-14 00:00:00,"Vente",277500,22370,22370
2020-03-16 00:00:00,"Vente",282500,22371,22371
2020-04-30 00:00:00,"Vente",270000,22372,22372
2020-05-05 00:00:00,"Vente",300000,22373,22373
2020-04-30 00:00:00,"Vente",158000,22374,22374
2020-04-10 00:00:00,"Vente",230000,22375,22375
2020-05-06 00:00:00,"Vente",199000,22376,22376
2020-05-05 00:00:00,"Vente",255000,22377,22377
